displayName,formattedAddress,types,websiteUri,internationalPhoneNumber,rating,googleMapsUri,location
McDonald's,"72-69 Kissena Blvd, Flushing, NY 11367, USA","['fast_food_restaurant', 'breakfast_restaurant', 'hamburger_restaurant', 'coffee_shop', 'cafe', 'american_restaurant', 'sandwich_shop', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.mcdonalds.com/us/en-us/location/NY/FLUSHING/72-69-KISSENA-BLVD/3162.html?cid=RF:YXT:GMB::Clicks,+1 718-880-2102,3.6,https://maps.google.com/?cid=3140323959382526977,queens_ny
JUQI,"133-36 37th Ave G17, Queens, NY 11354, USA","['chinese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.juqiusa.com/,+1 929-608-9797,4.7,https://maps.google.com/?cid=11411540514451733034,queens_ny
Cast Iron Pot Queens,"157-26 Northern Blvd, Queens, NY 11354, USA","['korean_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://castironpotbbq.com/,+1 347-368-6255,4.4,https://maps.google.com/?cid=10193600874037042771,queens_ny
McDonald's,"203-11 Northern Blvd, Bayside, NY 11361, USA","['fast_food_restaurant', 'breakfast_restaurant', 'hamburger_restaurant', 'coffee_shop', 'cafe', 'american_restaurant', 'sandwich_shop', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.mcdonalds.com/us/en-us/location/NY/BAYSIDE/203-11-NORTHERN-BLVD/11468.html?cid=RF:YXT:GMB::Clicks,+1 718-423-1577,3.8,https://maps.google.com/?cid=8317059373068452643,queens_ny
Mountain House Flushing 川山甲,"3916 Prince St g03, Queens, NY 11354, USA","['chinese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.szechuanmountainhouse.com/,+1 718-888-7893,4.4,https://maps.google.com/?cid=4949665401324738809,queens_ny
Applebee's Grill + Bar,"61-48 188th St, Fresh Meadows, NY 11365, USA","['restaurant', 'hamburger_restaurant', 'steak_house', 'american_restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",https://restaurants.applebees.com/en-us/ny/fresh-meadows/61-48-188th-street-94039?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=94039&utm_content=website,+1 718-264-1222,4.1,https://maps.google.com/?cid=4004123059503722809,queens_ny
Alamo Drafthouse Cinema Staten Island,"2636 Hylan Blvd Unit 34, Staten Island, NY 10306, USA","['movie_theater', 'performing_arts_theater', 'event_venue', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://drafthouse.com/nyc/theater/staten-island,+1 929-233-9660,4.2,https://maps.google.com/?cid=12992189749665602912,staten_island_ny
McDonald's,"2154 Hylan Blvd, Staten Island, NY 10306, USA","['fast_food_restaurant', 'coffee_shop', 'breakfast_restaurant', 'sandwich_shop', 'cafe', 'hamburger_restaurant', 'american_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.mcdonalds.com/us/en-us/location/NY/STATEN-ISLAND/2154-HYLAN-BLVD/3774.html?cid=RF:YXT:GMB::Clicks,+1 929-497-0181,3.6,https://maps.google.com/?cid=17227204333634092620,staten_island_ny
New China Hibachi & Sushi Buffet,"2636 Hylan Blvd, Staten Island, NY 10306, USA","['restaurant', 'food', 'point_of_interest', 'establishment']",http://www.sinewchinabuffet.com/,+1 718-987-3388,4.1,https://maps.google.com/?cid=16664257149222680915,staten_island_ny
Dave & Buster's Staten Island,"2655 Richmond Ave, Staten Island, NY 10314, USA","['restaurant', 'amusement_center', 'event_venue', 'bar', 'food', 'point_of_interest', 'establishment']",https://www.daveandbusters.com/us/en/about/locations/staten-island,+1 929-464-2700,4.2,https://maps.google.com/?cid=17006858188282193131,staten_island_ny
McDonald's,"1660 Richmond Ave, Staten Island, NY 10314, USA","['fast_food_restaurant', 'coffee_shop', 'breakfast_restaurant', 'sandwich_shop', 'cafe', 'hamburger_restaurant', 'american_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.mcdonalds.com/us/en-us/location/NY/STATEN-ISLAND/1660-RICHMOND-AVE/12318.html?cid=RF:YXT:GMB::Clicks,+1 929-256-2726,3.6,https://maps.google.com/?cid=4545531074711627646,staten_island_ny
Marina Cafe Restaurant & Tiki Bar,"154 Mansion Ave, Staten Island, NY 10308, USA","['seafood_restaurant', 'banquet_hall', 'italian_restaurant', 'american_restaurant', 'event_venue', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.marinacafesiny.com/,+1 718-967-3077,4.4,https://maps.google.com/?cid=6790063697845487711,staten_island_ny
Patrizia's of Brooklyn,"4255 Amboy Rd, Staten Island, NY 10308, USA","['italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.patrizias.com/,+1 718-317-6600,4.5,https://maps.google.com/?cid=10534870795316347425,staten_island_ny
Starbucks,"2070 Victory Blvd, Staten Island, NY 10314, USA","['coffee_shop', 'breakfast_restaurant', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.starbucks.com/store-locator/store/11701/,+1 718-982-0167,4.1,https://maps.google.com/?cid=1792665885492676626,staten_island_ny
Chili's Grill & Bar,"1497 Richmond Ave, Staten Island, NY 10314, USA","['restaurant', 'mexican_restaurant', 'hamburger_restaurant', 'american_restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",https://www.chilis.com/locations/us/new-york/staten-island/staten-island?utm_source=google&utm_medium=local&utm_campaign=Chilis,+1 718-697-0883,4.2,https://maps.google.com/?cid=6109220969584779830,staten_island_ny
McDonald's,"3267 Richmond Ave, Staten Island, NY 10312, USA","['fast_food_restaurant', 'coffee_shop', 'breakfast_restaurant', 'sandwich_shop', 'cafe', 'hamburger_restaurant', 'american_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.mcdonalds.com/us/en-us/location/NY/STATEN-ISLAND/3267-RICHMOND-AVE/4555.html?cid=RF:YXT:GMB::Clicks,+1 929-497-0167,3.9,https://maps.google.com/?cid=6866086460592695185,staten_island_ny
Joe & Pat's Pizzeria & Restaurant,"1758 Victory Blvd, Staten Island, NY 10314, USA","['pizza_restaurant', 'meal_delivery', 'seafood_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.joeandpatsny.com/,+1 718-981-0887,4.3,https://maps.google.com/?cid=14645411904552277948,staten_island_ny
Buffalo Wild Wings,"1447 Richmond Ave, Staten Island, NY 10314, USA","['restaurant', 'food', 'point_of_interest', 'establishment']",https://www.buffalowildwings.com/locations/us/ny/staten-island/1447-richmond-avenue/sports-bar-1084?utm_source=google%20my%20business&utm_medium=organic&utm_campaign=website%20link,+1 718-983-6912,3.8,https://maps.google.com/?cid=533152720499577879,staten_island_ny
Starbucks,"1717 Richmond Rd, Staten Island, NY 10304, USA","['coffee_shop', 'breakfast_restaurant', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.starbucks.ca/store-locator/store/1031734/,+1 347-980-8324,3.6,https://maps.google.com/?cid=2574871439780692917,staten_island_ny
Krispy Kreme,"2643 Richmond Ave, Staten Island, NY 10314, USA","['coffee_shop', 'fast_food_restaurant', 'bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://site.krispykreme.com/ny/staten-island/2643-richmond-ave?y_source=1_NDYzMTU0OTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 347-205-8349,4.0,https://maps.google.com/?cid=18049899415334900019,staten_island_ny
Tommys Tavern + Tap,"2655 Richmond Ave, Staten Island, NY 10314, USA","['restaurant', 'steak_house', 'sushi_restaurant', 'hamburger_restaurant', 'pizza_restaurant', 'american_restaurant', 'bar', 'japanese_restaurant', 'food', 'point_of_interest', 'establishment']",https://www.tommystavernandtap.com/staten-island,+1 718-489-2201,4.4,https://maps.google.com/?cid=13091696101977504470,staten_island_ny
Zara Cafe Grill,"1995 Hylan Blvd, Staten Island, NY 10306, USA","['turkish_restaurant', 'mediterranean_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.zaracafegrill.com/,+1 718-979-6122,4.3,https://maps.google.com/?cid=17473797299082983770,staten_island_ny
Chuck E. Cheese,"1775 South Ave, Staten Island, NY 10314, USA","['pizza_restaurant', 'amusement_center', 'event_venue', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://locations.chuckecheese.com/us/ny/statenisland/1775-p-south-ave.,+1 718-494-1274,4.1,https://maps.google.com/?cid=9003723038362925951,staten_island_ny
Chipotle Mexican Grill,"2602 Hylan Blvd, Staten Island, NY 10306, USA","['mexican_restaurant', 'fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://locations.chipotle.com/ny/staten-island/2602-hylan-blvd?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,+1 718-980-1742,3.8,https://maps.google.com/?cid=5778291244554850432,staten_island_ny
Chick-fil-A,"2655 Richmond Ave, Staten Island, NY 10314, USA","['fast_food_restaurant', 'breakfast_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.chick-fil-a.com/locations/ny/staten-island-mall?utm_source=yext&utm_medium=link,+1 929-343-5064,4.2,https://maps.google.com/?cid=7595485519458256675,staten_island_ny
Chipotle Mexican Grill,"2655 Richmond Ave, Staten Island, NY 10314, USA","['mexican_restaurant', 'fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://locations.chipotle.com/ny/staten-island/2655-richmond-ave?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,+1 718-210-4606,3.7,https://maps.google.com/?cid=325367944588777334,staten_island_ny
Tops Diner,"500 Passaic Ave, East Newark, NJ 07029, USA","['breakfast_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",https://www.thetopsdiner.com/,+1 973-481-0490,4.6,https://maps.google.com/?cid=8305465780034174866,newark_nj
Wawa,"200 Harrison Ave, Kearny, NJ 07032, USA","['fast_food_restaurant', 'gas_station', 'sandwich_shop', 'coffee_shop', 'breakfast_restaurant', 'convenience_store', 'cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",https://www.wawa.com/locations/8318?utm_source=gmblisting&utm_medium=organic&utm_campaign=locallisting,+1 201-991-4091,3.5,https://maps.google.com/?cid=8183484444749236325,newark_nj
Flaming Grill & Supreme Buffet,"293 Ferry St, Newark, NJ 07105, USA","['chinese_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",,+1 973-589-1108,4.2,https://maps.google.com/?cid=4431031547423172520,newark_nj
Branch Brook Park Roller Skating Center,"Clifton Avenue, 7th Ave, Newark, NJ 07104, USA","['amusement_center', 'sports_complex', 'restaurant', 'point_of_interest', 'food', 'establishment']",http://bbpskating.com/,+1 973-482-8900,4.4,https://maps.google.com/?cid=14535149730020600630,newark_nj
Fornos of Spain,"47 Ferry St, Newark, NJ 07105, USA","['spanish_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",https://fornosofspain.com/,+1 973-589-4767,4.6,https://maps.google.com/?cid=13027256977798922648,newark_nj
KPOT Korean BBQ & Hot Pot,"230-240 Passaic Ave, Kearny, NJ 07032, USA","['korean_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",https://thekpot.com/,+1 201-762-2112,4.8,https://maps.google.com/?cid=16288285909229405437,newark_nj
Little Tijuana,"538 Market St, Newark, NJ 07105, USA","['mexican_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",http://www.littletijuana.com/,+1 973-230-9417,4.5,https://maps.google.com/?cid=15679441606786440333,newark_nj
Don Pepe Restaurant,"844 McCarter Hwy, Newark, NJ 07102, USA","['spanish_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",http://www.donpeperestaurant.com/,+1 973-623-4662,4.3,https://maps.google.com/?cid=5328512508872137085,newark_nj
Chipotle Mexican Grill,"222 Market St, Newark, NJ 07102, USA","['mexican_restaurant', 'fast_food_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",https://locations.chipotle.com/nj/newark/222-market-st?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,+1 862-235-1110,4.0,https://maps.google.com/?cid=12393433156396091745,newark_nj
Lit 21,"1034 McCarter Hwy, Newark, NJ 07102, USA","['night_club', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",http://www.lit21nj.com/,+1 973-718-2646,4.2,https://maps.google.com/?cid=14786512606055050207,newark_nj
Swahili Village Newark,"2 Center St, Newark, NJ 07102, USA","['restaurant', 'point_of_interest', 'food', 'establishment']",http://swahilivillages.com/,+1 862-240-1051,4.3,https://maps.google.com/?cid=18074611203282658681,newark_nj
McDonald's,"561 McCarter Hwy, Newark, NJ 07102, USA","['fast_food_restaurant', 'hamburger_restaurant', 'sandwich_shop', 'coffee_shop', 'breakfast_restaurant', 'cafe', 'american_restaurant', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",https://www.mcdonalds.com/us/en-us/location/NJ/NEWARK/561-575-MCCARTER-HWY/6978.html?cid=RF:YXT:GMB::Clicks,+1 973-643-0810,3.7,https://maps.google.com/?cid=15232007995684629257,newark_nj
McDonald's,"783 Springfield Ave, Irvington, NJ 07111, USA","['fast_food_restaurant', 'hamburger_restaurant', 'sandwich_shop', 'coffee_shop', 'breakfast_restaurant', 'cafe', 'american_restaurant', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",https://www.mcdonalds.com/us/en-us/location/NJ/IRVINGTON/783-SPRINGFIELD-AVE/7991.html?cid=RF:YXT:GMB::Clicks,+1 973-373-9194,3.8,https://maps.google.com/?cid=15644865297381729777,newark_nj
McDonald's,"334 W Market St, Newark, NJ 07102, USA","['fast_food_restaurant', 'hamburger_restaurant', 'sandwich_shop', 'coffee_shop', 'breakfast_restaurant', 'cafe', 'american_restaurant', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",https://www.mcdonalds.com/us/en-us/location/NJ/NEWARK/334-W-MARKET-ST/11079.html?cid=RF:YXT:GMB::Clicks,+1 973-642-0064,3.9,https://maps.google.com/?cid=3410723068794228800,newark_nj
Fernandes Steak House II,"158 Fleming Ave, Newark, NJ 07105, USA","['steak_house', 'seafood_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",http://www.fernandessteakhouse.com/,+1 973-589-4099,4.5,https://maps.google.com/?cid=4855198111035783893,newark_nj
Urban Tandoor,"206 Harrison Ave, Harrison, NJ 07029, USA","['indian_restaurant', 'vegan_restaurant', 'vegetarian_restaurant', 'meal_takeaway', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",http://urbantandoornj.com/,+1 973-497-1000,4.4,https://maps.google.com/?cid=16387512789123797890,newark_nj
Wendy's,"401 Bergen St, Harrison, NJ 07029, USA","['fast_food_restaurant', 'hamburger_restaurant', 'american_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",https://locations.wendys.com/united-states/nj/harrison/401-bergen-st?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,+1 973-483-8704,3.8,https://maps.google.com/?cid=16961279728826410870,newark_nj
Starbucks,"687 Broad St, Newark, NJ 07102, USA","['coffee_shop', 'breakfast_restaurant', 'cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",https://www.starbucks.com/store-locator/store/1012914/,+1 973-558-0253,4.1,https://maps.google.com/?cid=16519057718908900053,newark_nj
Brasilia Grill,"99 Monroe St, Newark, NJ 07105, USA","['brazilian_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",https://www.brasiliagrill.net/,+1 973-589-8682,4.2,https://maps.google.com/?cid=5410989060721665547,newark_nj
El Merengue,"185 Broadway, Newark, NJ 07104, USA","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",https://order.toasttab.com/online/el-merengue-183-185-broadway,+1 973-350-1900,4.0,https://maps.google.com/?cid=15165437203557832579,newark_nj
Razza,"275/277 Grove St, Jersey City, NJ 07302, USA","['pizza_restaurant', 'american_restaurant', 'italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://razzanj.com/,+1 201-356-9348,4.5,https://maps.google.com/?cid=15258253449886629176,jersey_city_nj
The Cheesecake Factory,"30 Mall Dr W Unit #A22, Jersey City, NJ 07310, USA","['restaurant', 'american_restaurant', 'meal_takeaway', 'bakery', 'food', 'store', 'point_of_interest', 'establishment']",https://locations.thecheesecakefactory.com/nj/jersey-city-194.html?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,+1 201-876-5810,4.1,https://maps.google.com/?cid=14754476469422205640,jersey_city_nj
Liberty House Wedding & Event Venue,"76 Audrey Zapp Dr, Jersey City, NJ 07305, USA","['wedding_venue', 'event_venue', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://landmarkvenues.com/venues/liberty-house-jersey-city/,+1 908-418-4186,4.5,https://maps.google.com/?cid=16205138772565892311,jersey_city_nj
Battello,"502 Washington Blvd, Jersey City, NJ 07310, USA","['italian_restaurant', 'bar', 'event_venue', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.battellojc.com/,+1 201-798-1798,4.4,https://maps.google.com/?cid=18361991570660444285,jersey_city_nj
RoofTop at Exchange Place,"1 Exchange Pl, Jersey City, NJ 07302, USA","['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']",http://rooftopxp.com/,+1 551-256-7850,4.2,https://maps.google.com/?cid=17030817452629342147,jersey_city_nj
Zeppelin Hall Beer Garden,"88 Liberty View Dr., Jersey City, NJ 07302, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://zeppelinhall.com/about/,+1 201-721-8888,4.4,https://maps.google.com/?cid=17531812560944171882,jersey_city_nj
Hudson & Co.,"3 2nd St, Jersey City, NJ 07302, USA","['american_restaurant', 'bar', 'event_venue', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.hudsonandconj.com/,+1 201-685-7330,4.2,https://maps.google.com/?cid=16472943970999459423,jersey_city_nj
The Ashford,"145 Newark Ave, Jersey City, NJ 07302, USA","['bar', 'brunch_restaurant', 'night_club', 'event_venue', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.theashfordjc.com/,+1 201-356-9956,3.9,https://maps.google.com/?cid=1475990651375112681,jersey_city_nj
DOMODOMO Jersey City,"200 Greene St, Jersey City, NJ 07311, USA","['sushi_restaurant', 'japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.domodomojc.com/,+1 201-267-0222,4.5,https://maps.google.com/?cid=14026933958723348283,jersey_city_nj
Porta,"135 Newark Ave, Jersey City, NJ 07302, USA","['pizza_restaurant', 'brunch_restaurant', 'bar', 'italian_restaurant', 'event_venue', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.pizzaporta.com/,+1 201-544-5199,4.1,https://maps.google.com/?cid=10851133669464012178,jersey_city_nj
Lokal Eatery & Bar,"2 2nd St, Jersey City, NJ 07302, USA","['american_restaurant', 'night_club', 'bar', 'italian_restaurant', 'event_venue', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.lokaljc.com/,+1 201-222-6800,4.1,https://maps.google.com/?cid=3930224529942307374,jersey_city_nj
Grove Station,"116 Newark Ave, Jersey City, NJ 07302, USA","['brunch_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.thegrovestation.com/,+1 201-918-2750,4.1,https://maps.google.com/?cid=4108431736018140626,jersey_city_nj
Surf City,"1 Marin Blvd, Jersey City, NJ 07302, USA","['american_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.surfcitybar.com/,+1 201-516-9000,4.1,https://maps.google.com/?cid=1737768213775081340,jersey_city_nj
Dulce De Leche Bakery,"376 Central Ave, Jersey City, NJ 07037, USA","['bakery', 'breakfast_restaurant', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",http://www.dulcedelechebakery.com/,+1 201-626-1888,4.7,https://maps.google.com/?cid=6100534540375977613,jersey_city_nj
Taqueria Downtown,"236 Grove St, Jersey City, NJ 07302, USA","['mexican_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.taqueriadowntown.com/,+1 201-333-3220,4.5,https://maps.google.com/?cid=16122246898383885910,jersey_city_nj
Dear Maud,"205 1st St, Hoboken, NJ 07030, USA","['american_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://dearmaud.com/,+1 201-792-2337,4.4,https://maps.google.com/?cid=8159934701679576700,jersey_city_nj
Jollibee,"733 NJ-440, Jersey City, NJ 07304, USA","['hamburger_restaurant', 'fast_food_restaurant', 'american_restaurant', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://locations.jollibeefoods.com/usa/nj/jersey-city/733-state-route-440?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=3056,+1 551-205-8005,4.3,https://maps.google.com/?cid=3321994309337246643,jersey_city_nj
KPOT Korean BBQ & Hot Pot,"414 Grand St Suite 21, Jersey City, NJ 07302, USA","['korean_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://thekpot.com/,+1 201-356-9528,4.4,https://maps.google.com/?cid=186253072307018103,jersey_city_nj
Jiangnan NJC,"97 Montgomery St, Jersey City, NJ 07302, USA","['chinese_restaurant', 'seafood_restaurant', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://jiangnanny.com/,+1 201-333-6668,4.4,https://maps.google.com/?cid=6175558151115748214,jersey_city_nj
Kura Revolving Sushi Bar,"525 Washington Blvd, Jersey City, NJ 07310, USA","['japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://kurasushi.com/locations/jersey-city-nj,+1 551-842-3330,3.8,https://maps.google.com/?cid=14419566873175029244,jersey_city_nj
Al-Basha Restaurant Dine-In Only,"387 Crooks Ave, Paterson, NJ 07503, USA","['middle_eastern_restaurant', 'mediterranean_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.albashausa.com/,+1 973-345-8558,4.7,https://maps.google.com/?cid=17342606989755989820,paterson_nj
Al-Basha Quick Serve,"1076 Main St, Paterson, NJ 07503, USA","['middle_eastern_restaurant', 'mediterranean_restaurant', 'lebanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://albashausa.com/,+1 973-345-3700,4.4,https://maps.google.com/?cid=9171028612115911248,paterson_nj
Abu Rass Restaurant,"1057 Main St, Paterson, NJ 07503, USA","['mediterranean_restaurant', 'middle_eastern_restaurant', 'fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.aburassrestaurant.com/,+1 973-278-0007,4.3,https://maps.google.com/?cid=1487311599656345325,paterson_nj
La Chiflada NJ,"62 Dover St, Paterson, NJ 07501, USA","['bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']",,+1 551-574-8700,4.3,https://maps.google.com/?cid=4370040014211276724,paterson_nj
Bonfire Mofongo House and Lounge,"999 Market St, Paterson, NJ 07513, USA","['bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://bonfirerestaurantandlounge.com/,+1 973-278-2400,4.4,https://maps.google.com/?cid=16253481482296819198,paterson_nj
Al SHAMI SHAWARMA,"1139 Main St, Paterson, NJ 07503, USA","['mediterranean_restaurant', 'middle_eastern_restaurant', 'fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",,+1 973-653-3584,4.4,https://maps.google.com/?cid=17776242815989037094,paterson_nj
Kanoon Restaurant,"349 Hazel St, Clifton, NJ 07011, USA","['barbecue_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://www.kanoonrestaurants.com/,+1 862-238-8383,4.2,https://maps.google.com/?cid=10224080029273824359,paterson_nj
Doner Point,"1017 Main St, Paterson, NJ 07503, USA","['restaurant', 'food', 'point_of_interest', 'establishment']",http://www.donerpointusa.com/,+1 973-341-6798,4.7,https://maps.google.com/?cid=11073048066373274816,paterson_nj
Bowlero Fair Lawn,"22-22 Maple Ave, Fair Lawn, NJ 07410, USA","['bowling_alley', 'bar', 'event_venue', 'sports_club', 'sports_complex', 'sporting_goods_store', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.bowlero.com/location/bowlero-fair-lawn/,+1 201-797-5400,4.2,https://maps.google.com/?cid=9789514363506974171,paterson_nj
Darna Lebanese-Mediterranean Cuisine,"1090 Main St, Paterson, NJ 07503, USA","['middle_eastern_restaurant', 'lebanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.darna-nj.com/,+1 862-239-1504,4.3,https://maps.google.com/?cid=1978504785273276676,paterson_nj
Chocolate House Paterson,"1131 Main St, Paterson, NJ 07503, USA","['ice_cream_shop', 'coffee_shop', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://order.chownow.com/order/29911/locations/44275,+1 973-782-4559,4.8,https://maps.google.com/?cid=8623059249185462775,paterson_nj
Fattal's,"975 Main St, Paterson, NJ 07503, USA","['supermarket', 'middle_eastern_restaurant', 'meal_takeaway', 'jewelry_store', 'bakery', 'restaurant', 'wholesaler', 'grocery_store', 'food', 'store', 'point_of_interest', 'establishment']",https://www.fattals.com/,+1 973-742-7125,4.3,https://maps.google.com/?cid=1734489546946566821,paterson_nj
The Craftsman,"1609 Maple Ave, Fair Lawn, NJ 07410, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://thecraftsmannj.com/,+1 201-773-8985,4.6,https://maps.google.com/?cid=14479276275353328766,paterson_nj
NOCHES DE COLOMBIA PATERSON,"365 21st Ave, Paterson, NJ 07501, USA","['coffee_shop', 'bar', 'meal_delivery', 'mexican_restaurant', 'spanish_restaurant', 'cafe', 'bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",http://www.nochestogo.com/,+1 862-239-9910,4.4,https://maps.google.com/?cid=36812313019390065,paterson_nj
Hot Grill,"669 Lexington Ave, Clifton, NJ 07011, USA","['fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://www.thehotgrill.com/,+1 973-772-6000,4.5,https://maps.google.com/?cid=16893805681447029211,paterson_nj
Meat Moot NJ,"1068 Main St, Paterson, NJ 07503, USA","['barbecue_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",https://meatmoot.com.tr/,+1 646-804-8818,4.8,https://maps.google.com/?cid=4465217280501758599,paterson_nj
Blue 42 Restaurant and Bar,"158 Market St, Elmwood Park, NJ 07407, USA","['italian_restaurant', 'bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']",http://blue42bar.com/,+1 201-773-0970,4.6,https://maps.google.com/?cid=12352261811831861042,paterson_nj
Starbucks,"16 31 208, Fair Lawn, NJ 07410, USA","['coffee_shop', 'breakfast_restaurant', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",https://www.starbucks.com/store-locator/store/1006683/,+1 551-299-4900,4.2,https://maps.google.com/?cid=4238099199131336771,paterson_nj
D'Carbon,"855 River St, Paterson, NJ 07524, USA","['restaurant', 'food', 'point_of_interest', 'establishment']",http://dcarbon-peruvian-restaurant.business.site/,+1 973-278-6505,4.1,https://maps.google.com/?cid=9027965365741930807,paterson_nj
Bask46,"1530 US-46, Woodland Park, NJ 07424, USA","['restaurant', 'food', 'point_of_interest', 'establishment']",http://bask46.com/,+1 973-256-2275,4.6,https://maps.google.com/?cid=15257530938602373439,paterson_nj
